time;V(Net-_U2-VO_);
3.6869;5.00227;
3.6879;5.00333;
3.6889;5.00228;
3.6899;5.00331;
3.6909;5.0023;
3.6919;5.00329;
3.6929;5.00232;
3.6939;5.00328;
3.6949;5.00234;
3.6959;5.00326;
3.6969;5.00235;
3.6979;5.00324;
3.6989;5.00237;
3.6999;5.00323;
3.7009;5.00238;
3.7019;5.00321;
3.7029;5.0024;
3.7039;5.00319;
3.7049;5.00242;
3.7059;5.00317;
3.7069;5.00244;
3.7079;5.00316;
3.7089;5.00245;
3.7099;5.00314;
3.7109;5.00247;
3.7119;5.00312;
3.7129;5.00249;
3.7139;5.0031;
3.7149;5.00251;
3.7159;5.00309;
3.7169;5.00253;
3.7179;5.00307;
3.7189;5.00254;
3.7199;5.00305;
3.7209;5.00256;
3.7219;5.00303;
3.7229;5.00258;
3.7239;5.00302;
3.7249;5.0026;
3.7259;5.003;
3.7269;5.00262;
3.7279;5.00298;
3.7289;5.00263;
3.7299;5.00296;
3.7309;5.00265;
3.7319;5.00294;
3.7329;5.00267;
3.7339;5.00292;
3.7349;5.00269;
3.7359;5.00291;
3.7369;5.00271;
3.7379;5.00289;
3.7389;5.00272;
3.7399;5.00287;
3.7409;5.00274;
3.7419;5.00285;
3.7429;5.00276;
3.7439;5.00283;
3.7449;5.00278;
3.7459;5.00282;
3.7469;5.0028;
3.7479;5.0028;
3.7489;5.00281;
3.7499;5.00278;
3.7509;5.00283;
3.7519;5.00276;
3.7529;5.00285;
3.7539;5.00274;
3.7549;5.00287;
3.7559;5.00273;
3.7569;5.00289;
3.7579;5.00271;
3.7589;5.0029;
3.7599;5.00269;
3.7609;5.00292;
3.7619;5.00267;
3.7629;5.00294;
3.7639;5.00266;
3.7649;5.00296;
3.7659;5.00264;
3.7669;5.00297;
3.7679;5.00262;
3.7689;5.00299;
3.7699;5.0026;
3.7709;5.00301;
3.7719;5.00258;
3.7729;5.00302;
3.7739;5.00257;
3.7749;5.00304;
3.7759;5.00255;
3.7769;5.00306;
3.7779;5.00254;
3.7789;5.00308;
3.7799;5.00252;
3.7809;5.00309;
3.7819;5.0025;
3.7829;5.00311;
3.7839;5.00249;
3.7849;5.00313;
3.7859;5.00247;
3.7869;5.00314;
3.7879;5.00245;
3.7889;5.00316;
3.7899;5.00244;
3.7909;5.00317;
3.7919;5.00242;
3.7929;5.00319;
3.7939;5.00241;
3.7949;5.0032;
3.7959;5.00239;
3.7969;5.00322;
3.7979;5.00238;
3.7989;5.00323;
3.7999;5.00236;
3.8009;5.00325;
3.8019;5.00235;
3.8029;5.00326;
3.8039;5.00234;
3.8049;5.00328;
3.8059;5.00232;
3.8069;5.00329;
3.8079;5.00231;
3.8089;5.0033;
3.8099;5.00229;
3.8109;5.00332;
3.8119;5.00228;
3.8129;5.00333;
3.8139;5.00227;
3.8149;5.00334;
3.8159;5.00225;
3.8169;5.00336;
3.8179;5.00224;
3.8189;5.00337;
3.8199;5.00223;
3.8209;5.00338;
3.8219;5.00221;
3.8229;5.00339;
3.8239;5.0022;
3.8249;5.00341;
3.8259;5.00219;
3.8269;5.00342;
3.8279;5.00218;
3.8289;5.00343;
3.8299;5.00217;
3.8309;5.00344;
3.8319;5.00216;
3.8329;5.00345;
3.8339;5.00215;
3.8349;5.00346;
3.8359;5.00214;
3.8369;5.00347;
3.8379;5.00213;
3.8389;5.00348;
3.8399;5.00212;
3.8409;5.00349;
3.8419;5.00211;
3.8429;5.0035;
3.8439;5.0021;
3.8449;5.00351;
3.8459;5.00209;
3.8469;5.00352;
3.8479;5.00208;
3.8489;5.00353;
3.8499;5.00207;
3.8509;5.00353;
3.8519;5.00206;
3.8529;5.00354;
3.8539;5.00206;
3.8549;5.00355;
3.8559;5.00205;
3.8569;5.00356;
3.8579;5.00204;
3.8589;5.00356;
3.8599;5.00203;
3.8609;5.00357;
3.8619;5.00203;
3.8629;5.00358;
3.8639;5.00202;
3.8649;5.00359;
3.8659;5.00202;
3.8669;5.00359;
3.8679;5.00201;
3.8689;5.00359;
3.8699;5.002;
3.8709;5.0036;
3.8719;5.002;
3.8729;5.0036;
3.8739;5.002;
3.8749;5.00361;
3.8759;5.00199;
3.8769;5.00361;
3.8779;5.00199;
3.8789;5.00362;
3.8799;5.00198;
3.8809;5.00362;
3.8819;5.00198;
3.8829;5.00362;
3.8839;5.00198;
3.8849;5.00363;
3.8859;5.00197;
3.8869;5.00363;
3.8879;5.00197;
3.8889;5.00363;
3.8899;5.00197;
3.8909;5.00363;
3.8919;5.00197;
3.8929;5.00363;
3.8939;5.00197;
3.8949;5.00364;
3.8959;5.00197;
3.8969;5.00364;
3.8979;5.00196;
3.8989;5.00364;
3.8999;5.00196;
3.9009;5.00364;
3.9019;5.00196;
3.9029;5.00364;
3.9039;5.00196;
3.9049;5.00364;
3.9059;5.00196;
3.9069;5.00364;
3.9079;5.00196;
3.9089;5.00364;
3.9099;5.00197;
3.9109;5.00363;
3.9119;5.00197;
3.9129;5.00363;
3.9139;5.00197;
3.9149;5.00363;
3.9159;5.00197;
3.9169;5.00363;
3.9179;5.00197;
3.9189;5.00363;
3.9199;5.00198;
3.9209;5.00362;
3.9219;5.00198;
3.9229;5.00362;
3.9239;5.00198;
3.9249;5.00362;
3.9259;5.00199;
3.9269;5.00362;
3.9279;5.00199;
3.9289;5.00361;
3.9299;5.00199;
3.9309;5.00361;
3.9319;5.002;
3.9329;5.0036;
3.9339;5.002;
3.9349;5.0036;
3.9359;5.00201;
3.9369;5.00359;
3.9379;5.00201;
3.9389;5.00359;
3.9399;5.00202;
3.9409;5.00358;
3.9419;5.00202;
3.9429;5.00357;
3.9439;5.00203;
3.9449;5.00357;
3.9459;5.00204;
3.9469;5.00356;
3.9479;5.00204;
3.9489;5.00355;
3.9499;5.00205;
3.9509;5.00355;
3.9519;5.00206;
3.9529;5.00354;
3.9539;5.00207;
3.9549;5.00353;
3.9559;5.00208;
3.9569;5.00352;
3.9579;5.00208;
3.9589;5.00352;
3.9599;5.00209;
3.9609;5.00351;
3.9619;5.0021;
3.9629;5.0035;
3.9639;5.00211;
3.9649;5.00349;
3.9659;5.00212;
3.9669;5.00348;
3.9679;5.00213;
3.9689;5.00347;
3.9699;5.00214;
3.9709;5.00346;
3.9719;5.00214;
3.9729;5.00345;
3.9739;5.00216;
3.9749;5.00344;
3.9759;5.00217;
3.9769;5.00343;
3.9779;5.00218;
3.9789;5.00342;
3.9799;5.00219;
3.9809;5.00341;
3.9819;5.0022;
3.9829;5.0034;
3.9839;5.00221;
3.9849;5.00339;
3.9859;5.00222;
3.9869;5.00338;
3.9879;5.00223;
3.9889;5.00336;
3.9899;5.00224;
3.9909;5.00335;
3.9919;5.00225;
3.9929;5.00334;
3.9939;5.00227;
3.9949;5.00333;
3.9959;5.00228;
3.9969;5.00332;
3.9979;5.00229;
3.9989;5.0033;
3.9999;5.0023;
4.0009;5.00329;
4.0019;5.00232;
4.0029;5.00328;
4.0039;5.00233;
4.0049;5.00327;
4.0059;5.00234;
4.0069;5.00325;
4.0079;5.00236;
4.0089;5.00324;
4.0099;5.00237;
4.0109;5.00323;
4.0119;5.00238;
4.0129;5.00321;
4.0139;5.0024;
4.0149;5.0032;
4.0159;5.00241;
4.0169;5.00319;
4.0179;5.00242;
4.0189;5.00317;
4.0199;5.00244;
4.0209;5.00316;
4.0219;5.00245;
4.0229;5.00314;
4.0239;5.00247;
4.0249;5.00313;
4.0259;5.00248;
4.0269;5.00312;
4.0279;5.00249;
4.0289;5.0031;
4.0299;5.00251;
4.0309;5.00309;
4.0319;5.00252;
4.0329;5.00307;
4.0339;5.00254;
4.0349;5.00306;
4.0359;5.00255;
4.0369;5.00304;
4.0379;5.00257;
4.0389;5.00303;
4.0399;5.00258;
4.0409;5.00301;
4.0419;5.00259;
4.0429;5.003;
4.0439;5.00261;
4.0449;5.00299;
4.0459;5.00263;
4.0469;5.00297;
4.0479;5.00264;
4.0489;5.00295;
4.0499;5.00265;
4.0509;5.00294;
4.0519;5.00267;
4.0529;5.00292;
4.0539;5.00269;
4.0549;5.00291;
4.0559;5.0027;
4.0569;5.0029;
4.0579;5.00272;
4.0589;5.00288;
4.0599;5.00273;
4.0609;5.00286;
4.0619;5.00274;
4.0629;5.00285;
4.0639;5.00276;
4.0649;5.00284;
4.0659;5.00278;
4.0669;5.00282;
4.0679;5.00279;
4.0689;5.00281;
4.0699;5.0028;
4.0709;5.00279;
4.0719;5.00282;
4.0729;5.00278;
4.0739;5.00283;
4.0749;5.00276;
4.0759;5.00285;
4.0769;5.00275;
4.0779;5.00286;
4.0789;5.00273;
4.0799;5.00288;
4.0809;5.00272;
4.0819;5.00289;
4.0829;5.0027;
4.0839;5.00291;
4.0849;5.00269;
4.0859;5.00292;
4.0869;5.00268;
4.0879;5.00294;
4.0889;5.00266;
4.0899;5.00295;
4.0909;5.00265;
4.0919;5.00296;
4.0929;5.00263;
4.0939;5.00298;
4.0949;5.00262;
4.0959;5.00299;
4.0969;5.0026;
4.0979;5.00301;
4.0989;5.00259;
4.0999;5.00302;
4.1009;5.00258;
4.1019;5.00303;
4.1029;5.00256;
4.1039;5.00305;
4.1049;5.00255;
4.1059;5.00306;
4.1069;5.00254;
4.1079;5.00307;
4.1089;5.00252;
4.1099;5.00308;
4.1109;5.00251;
4.1119;5.0031;
4.1129;5.0025;
4.1139;5.00311;
4.1149;5.00249;
4.1159;5.00312;
4.1169;5.00247;
4.1179;5.00314;
4.1189;5.00246;
4.1199;5.00315;
4.1209;5.00245;
4.1219;5.00316;
4.1229;5.00243;
4.1239;5.00317;
4.1249;5.00243;
4.1259;5.00319;
4.1269;5.00241;
4.1279;5.0032;
4.1289;5.0024;
4.1299;5.00321;
4.1309;5.00239;
4.1319;5.00322;
4.1329;5.00238;
4.1339;5.00323;
4.1349;5.00237;
4.1359;5.00324;
4.1369;5.00236;
4.1379;5.00325;
4.1389;5.00235;
4.1399;5.00326;
4.1409;5.00233;
4.1419;5.00327;
4.1429;5.00232;
4.1439;5.00328;
4.1449;5.00232;
4.1459;5.00329;
4.1469;5.00231;
4.1479;5.0033;
4.1489;5.0023;
4.1499;5.00331;
4.1509;5.00229;
4.1519;5.00332;
4.1529;5.00228;
4.1539;5.00333;
4.1549;5.00227;
4.1559;5.00334;
4.1569;5.00226;
4.1579;5.00335;
4.1589;5.00225;
4.1599;5.00335;
4.1609;5.00224;
4.1619;5.00336;
4.1629;5.00223;
4.1639;5.00337;
4.1649;5.00223;
4.1659;5.00338;
4.1669;5.00222;
4.1679;5.00339;
4.1689;5.00221;
4.1699;5.00339;
4.1709;5.0022;
4.1719;5.0034;
4.1729;5.0022;
4.1739;5.00341;
4.1749;5.00219;
4.1759;5.00341;
4.1769;5.00219;
4.1779;5.00342;
4.1789;5.00218;
4.1799;5.00343;
4.1809;5.00217;
4.1819;5.00343;
4.1829;5.00217;
4.1839;5.00344;
4.1849;5.00216;
4.1859;5.00344;
4.1869;5.00216;
4.1879;5.00345;
4.1889;5.00215;
4.1899;5.00345;
4.1909;5.00215;
4.1919;5.00345;
4.1929;5.00214;
4.1939;5.00346;
4.1949;5.00214;
4.1959;5.00347;
4.1969;5.00214;
4.1979;5.00347;
4.1989;5.00213;
4.1999;5.00347;
4.2009;5.00213;
4.2019;5.00347;
4.2029;5.00213;
4.2039;5.00348;
4.2049;5.00213;
4.2059;5.00348;
4.2069;5.00212;
4.2079;5.00348;
4.2089;5.00212;
4.2099;5.00348;
4.2109;5.00212;
4.2119;5.00348;
4.2129;5.00211;
4.2139;5.00349;
4.2149;5.00212;
4.2159;5.00349;
4.2169;5.00211;
4.2179;5.00349;
4.2189;5.00211;
4.2199;5.00349;
4.2209;5.00211;
4.2219;5.00349;
4.2229;5.00211;
4.2239;5.00349;
4.2249;5.00211;
4.2259;5.00349;
4.2269;5.00211;
4.2279;5.00349;
4.2289;5.00211;
4.2299;5.00349;
4.2309;5.00211;
4.2319;5.00349;
4.2329;5.00211;
4.2339;5.00349;
4.2349;5.00212;
4.2359;5.00349;
4.2369;5.00212;
4.2379;5.00348;
4.2389;5.00212;
4.2399;5.00348;
4.2409;5.00212;
4.2419;5.00348;
4.2429;5.00212;
4.2439;5.00348;
4.2449;5.00213;
4.2459;5.00348;
4.2469;5.00213;
4.2479;5.00347;
4.2489;5.00213;
4.2499;5.00347;
4.2509;5.00213;
4.2519;5.00346;
4.2529;5.00214;
4.2539;5.00346;
4.2549;5.00214;
4.2559;5.00346;
4.2569;5.00215;
4.2579;5.00345;
4.2589;5.00215;
4.2599;5.00345;
4.2609;5.00215;
4.2619;5.00344;
4.2629;5.00216;
4.2639;5.00344;
4.2649;5.00217;
4.2659;5.00344;
4.2669;5.00217;
4.2679;5.00343;
4.2689;5.00217;
4.2699;5.00342;
4.2709;5.00218;
4.2719;5.00342;
4.2729;5.00219;
4.2739;5.00341;
4.2749;5.00219;
4.2759;5.00341;
4.2769;5.0022;
4.2779;5.0034;
4.2789;5.00221;
4.2799;5.00339;
4.2809;5.00221;
4.2819;5.00339;
4.2829;5.00222;
4.2839;5.00338;
4.2849;5.00223;
4.2859;5.00337;
4.2869;5.00223;
4.2879;5.00337;
4.2889;5.00224;
4.2899;5.00336;
4.2909;5.00225;
4.2919;5.00335;
4.2929;5.00226;
4.2939;5.00334;
4.2949;5.00227;
4.2959;5.00333;
4.2969;5.00227;
4.2979;5.00333;
4.2989;5.00228;
4.2999;5.00332;
4.3009;5.00229;
4.3019;5.00331;
4.3029;5.0023;
4.3039;5.0033;
4.3049;5.00231;
4.3059;5.00329;
4.3069;5.00232;
4.3079;5.00328;
4.3089;5.00233;
4.3099;5.00327;
4.3109;5.00233;
4.3119;5.00326;
4.3129;5.00234;
4.3139;5.00325;
4.3149;5.00236;
4.3159;5.00324;
4.3169;5.00237;
4.3179;5.00323;
4.3189;5.00238;
4.3199;5.00322;
4.3209;5.00238;
4.3219;5.00321;
4.3229;5.00239;
4.3239;5.0032;
4.3249;5.00241;
4.3259;5.00319;
4.3269;5.00242;
4.3279;5.00318;
4.3289;5.00243;
4.3299;5.00317;
4.3309;5.00244;
4.3319;5.00316;
4.3329;5.00245;
4.3339;5.00315;
4.3349;5.00246;
4.3359;5.00314;
4.3369;5.00247;
4.3379;5.00313;
4.3389;5.00248;
4.3399;5.00311;
4.3409;5.00249;
4.3419;5.0031;
4.3429;5.0025;
4.3439;5.00309;
4.3449;5.00252;
4.3459;5.00308;
4.3469;5.00253;
4.3479;5.00307;
4.3489;5.00254;
4.3499;5.00306;
4.3509;5.00255;
4.3519;5.00304;
4.3529;5.00256;
4.3539;5.00303;
4.3549;5.00258;
4.3559;5.00302;
4.3569;5.00259;
4.3579;5.00301;
4.3589;5.0026;
4.3599;5.003;
4.3609;5.00261;
4.3619;5.00298;
4.3629;5.00262;
4.3639;5.00297;
4.3649;5.00264;
4.3659;5.00296;
4.3669;5.00265;
4.3679;5.00295;
4.3689;5.00266;
4.3699;5.00294;
4.3709;5.00267;
4.3719;5.00292;
4.3729;5.00268;
4.3739;5.00291;
4.3749;5.0027;
4.3759;5.0029;
4.3769;5.00271;
4.3779;5.00289;
4.3789;5.00272;
4.3799;5.00287;
4.3809;5.00273;
4.3819;5.00286;
4.3829;5.00274;
4.3839;5.00285;
4.3849;5.00276;
4.3859;5.00284;
4.3869;5.00277;
4.3879;5.00283;
4.3889;5.00278;
4.3899;5.00281;
4.3909;5.00279;
4.3919;5.0028;
4.3929;5.00281;
4.3939;5.00279;
4.3949;5.00282;
4.3959;5.00278;
4.3969;5.00283;
4.3979;5.00277;
4.3989;5.00284;
4.3999;5.00275;
4.4009;5.00285;
4.4019;5.00274;
4.4029;5.00287;
4.4039;5.00273;
4.4049;5.00288;
4.4059;5.00272;
4.4069;5.00289;
4.4079;5.00271;
4.4089;5.0029;
4.4099;5.00269;
4.4109;5.00291;
4.4119;5.00268;
4.4129;5.00292;
4.4139;5.00267;
4.4149;5.00294;
4.4159;5.00266;
4.4169;5.00295;
4.4179;5.00265;
4.4189;5.00296;
4.4199;5.00264;
4.4209;5.00297;
4.4219;5.00262;
4.4229;5.00298;
4.4239;5.00262;
4.4249;5.003;
4.4259;5.0026;
4.4269;5.00301;
4.4279;5.00259;
4.4289;5.00302;
4.4299;5.00258;
4.4309;5.00303;
4.4319;5.00257;
4.4329;5.00304;
4.4339;5.00256;
4.4349;5.00305;
4.4359;5.00255;
4.4369;5.00306;
4.4379;5.00254;
4.4389;5.00307;
4.4399;5.00253;
4.4409;5.00308;
4.4419;5.00252;
4.4429;5.00309;
4.4439;5.00251;
4.4449;5.0031;
4.4459;5.0025;
4.4469;5.00311;
4.4479;5.00249;
4.4489;5.00312;
4.4499;5.00248;
4.4509;5.00313;
4.4519;5.00247;
4.4529;5.00314;
4.4539;5.00246;
4.4549;5.00315;
4.4559;5.00245;
4.4569;5.00316;
4.4579;5.00244;
4.4589;5.00316;
4.4599;5.00243;
4.4609;5.00317;
4.4619;5.00242;
4.4629;5.00318;
4.4639;5.00242;
4.4649;5.00319;
4.4659;5.00241;
4.4669;5.0032;
4.4679;5.0024;
4.4689;5.00321;
4.4699;5.00239;
4.4709;5.00321;
4.4719;5.00238;
4.4729;5.00322;
4.4739;5.00238;
4.4749;5.00323;
4.4759;5.00237;
4.4769;5.00324;
4.4779;5.00236;
4.4789;5.00324;
4.4799;5.00235;
4.4809;5.00325;
4.4819;5.00235;
4.4829;5.00326;
4.4839;5.00234;
4.4849;5.00327;
4.4859;5.00234;
4.4869;5.00327;
4.4879;5.00233;
4.4889;5.00328;
4.4899;5.00232;
4.4909;5.00328;
4.4919;5.00231;
4.4929;5.00329;
4.4939;5.00231;
4.4949;5.0033;
4.4959;5.00231;
4.4969;5.0033;
4.4979;5.0023;
4.4989;5.00331;
4.4999;5.00229;
4.5009;5.00331;
4.5019;5.00229;
4.5029;5.00331;
4.5039;5.00229;
4.5049;5.00332;
4.5059;5.00228;
4.5069;5.00332;
4.5079;5.00228;
4.5089;5.00333;
4.5099;5.00227;
4.5109;5.00333;
4.5119;5.00227;
4.5129;5.00334;
4.5139;5.00227;
4.5149;5.00334;
4.5159;5.00226;
4.5169;5.00334;
4.5179;5.00226;
4.5189;5.00335;
4.5199;5.00225;
4.5209;5.00335;
4.5219;5.00225;
4.5229;5.00335;
4.5239;5.00225;
4.5249;5.00336;
4.5259;5.00225;
4.5269;5.00336;
4.5279;5.00225;
4.5289;5.00336;
4.5299;5.00224;
4.5309;5.00336;
4.5319;5.00224;
4.5329;5.00336;
4.5339;5.00224;
4.5349;5.00336;
4.5359;5.00224;
4.5369;5.00337;
4.5379;5.00224;
4.5389;5.00337;
4.5399;5.00224;
4.5409;5.00337;
4.5419;5.00223;
4.5429;5.00337;
4.5439;5.00224;
4.5449;5.00337;
4.5459;5.00224;
4.5469;5.00337;
4.5479;5.00224;
4.5489;5.00337;
4.5499;5.00224;
4.5509;5.00337;
4.5519;5.00223;
4.5529;5.00336;
4.5539;5.00224;
4.5549;5.00337;
4.5559;5.00224;
4.5569;5.00336;
4.5579;5.00224;
4.5589;5.00336;
4.5599;5.00224;
4.5609;5.00336;
4.5619;5.00224;
4.5629;5.00336;
4.5639;5.00224;
4.5649;5.00336;
4.5659;5.00225;
4.5669;5.00336;
4.5679;5.00225;
4.5689;5.00335;
4.5699;5.00225;
4.5709;5.00335;
4.5719;5.00225;
4.5729;5.00335;
4.5739;5.00226;
4.5749;5.00335;
4.5759;5.00226;
4.5769;5.00334;
4.5779;5.00226;
4.5789;5.00334;
4.5799;5.00226;
4.5809;5.00334;
4.5819;5.00227;
4.5829;5.00333;
4.5839;5.00227;
4.5849;5.00333;
4.5859;5.00228;
4.5869;5.00333;
4.5879;5.00228;
4.5889;5.00332;
4.5899;5.00228;
4.5909;5.00331;
4.5919;5.00229;
4.5929;5.00331;
4.5939;5.00229;
4.5949;5.00331;
4.5959;5.0023;
4.5969;5.0033;
4.5979;5.0023;
4.5989;5.0033;
4.5999;5.00231;
4.6009;5.00329;
4.6019;5.00231;
4.6029;5.00328;
4.6039;5.00232;
4.6049;5.00328;
4.6059;5.00233;
4.6069;5.00327;
4.6079;5.00233;
4.6089;5.00327;
4.6099;5.00234;
4.6109;5.00326;
4.6119;5.00234;
4.6129;5.00325;
4.6139;5.00235;
4.6149;5.00325;
4.6159;5.00236;
4.6169;5.00324;
4.6179;5.00236;
4.6189;5.00324;
4.6199;5.00237;
4.6209;5.00323;
4.6219;5.00238;
4.6229;5.00322;
4.6239;5.00239;
4.6249;5.00322;
4.6259;5.00239;
4.6269;5.00321;
4.6279;5.0024;
4.6289;5.0032;
4.6299;5.00241;
4.6309;5.00319;
4.6319;5.00241;
4.6329;5.00318;
4.6339;5.00242;
4.6349;5.00318;
4.6359;5.00243;
4.6369;5.00317;
4.6379;5.00244;
4.6389;5.00316;
4.6399;5.00245;
4.6409;5.00315;
4.6419;5.00245;
4.6429;5.00314;
4.6439;5.00246;
4.6449;5.00314;
4.6459;5.00247;
4.6469;5.00313;
4.6479;5.00248;
4.6489;5.00312;
4.6499;5.00249;
4.6509;5.00311;
4.6519;5.0025;
4.6529;5.0031;
4.6539;5.00251;
4.6549;5.00309;
4.6559;5.00252;
4.6569;5.00308;
4.6579;5.00253;
4.6589;5.00307;
4.6599;5.00253;
4.6609;5.00306;
4.6619;5.00254;
4.6629;5.00305;
4.6639;5.00255;
4.6649;5.00305;
4.6659;5.00256;
4.6669;5.00304;
4.6679;5.00257;
4.6689;5.00303;
4.6699;5.00258;
4.6709;5.00302;
4.6719;5.00259;
4.6729;5.00301;
4.6739;5.0026;
4.6749;5.003;
4.6759;5.00261;
4.6769;5.00299;
4.6779;5.00262;
4.6789;5.00298;
4.6799;5.00263;
4.6809;5.00297;
4.6819;5.00264;
4.6829;5.00296;
4.6839;5.00265;
4.6849;5.00295;
4.6859;5.00266;
4.6869;5.00294;
4.6879;5.00267;
4.6889;5.00293;
4.6899;5.00268;
4.6909;5.00292;
4.6919;5.00269;
4.6929;5.00291;
4.6939;5.0027;
4.6949;5.0029;
4.6959;5.00271;
4.6969;5.00289;
4.6979;5.00272;
4.6989;5.00288;
4.6999;5.00273;
4.7009;5.00287;
4.7019;5.00274;
4.7029;5.00286;
4.7039;5.00275;
4.7049;5.00285;
4.7059;5.00276;
4.7069;5.00284;
4.7079;5.00277;
4.7089;5.00283;
4.7099;5.00278;
4.7109;5.00282;
4.7119;5.00279;
4.7129;5.00281;
4.7139;5.0028;
4.7149;5.0028;
4.7159;5.00281;
4.7169;5.00279;
4.7179;5.00282;
4.7189;5.00278;
4.7199;5.00283;
4.7209;5.00277;
4.7219;5.00284;
4.7229;5.00276;
4.7239;5.00285;
4.7249;5.00275;
4.7259;5.00286;
4.7269;5.00274;
4.7279;5.00287;
4.7289;5.00273;
4.7299;5.00288;
4.7309;5.00272;
4.7319;5.00289;
4.7329;5.00271;
4.7339;5.0029;
4.7349;5.0027;
4.7359;5.00291;
4.7369;5.00269;
4.7379;5.00292;
4.7389;5.00268;
4.7399;5.00293;
4.7409;5.00267;
4.7419;5.00293;
4.7429;5.00266;
4.7439;5.00295;
4.7449;5.00265;
4.7459;5.00296;
4.7469;5.00264;
4.7479;5.00296;
4.7489;5.00263;
4.7499;5.00297;
4.7509;5.00262;
4.7519;5.00298;
4.7529;5.00262;
4.7539;5.00299;
4.7549;5.00261;
4.7559;5.003;
4.7569;5.0026;
4.7579;5.00301;
4.7589;5.00259;
4.7599;5.00302;
4.7609;5.00258;
4.7619;5.00302;
4.7629;5.00257;
4.7639;5.00303;
4.7649;5.00257;
4.7659;5.00304;
4.7669;5.00256;
4.7679;5.00305;
4.7689;5.00255;
4.7699;5.00306;
4.7709;5.00254;
4.7719;5.00306;
4.7729;5.00253;
4.7739;5.00307;
4.7749;5.00253;
4.7759;5.00308;
4.7769;5.00252;
4.7779;5.00309;
4.7789;5.00251;
4.7799;5.0031;
4.7809;5.0025;
4.7819;5.0031;
4.7829;5.00249;
4.7839;5.00311;
4.7849;5.00249;
4.7859;5.00312;
4.7869;5.00248;
4.7879;5.00312;
4.7889;5.00247;
4.7899;5.00313;
4.7909;5.00247;
4.7919;5.00314;
4.7929;5.00246;
4.7939;5.00315;
4.7949;5.00246;
4.7959;5.00315;
4.7969;5.00245;
4.7979;5.00316;
4.7989;5.00244;
4.7999;5.00316;
4.8009;5.00244;
4.8019;5.00317;
4.8029;5.00243;
4.8039;5.00317;
4.8049;5.00243;
4.8059;5.00318;
4.8069;5.00242;
4.8079;5.00318;
4.8089;5.00241;
4.8099;5.00319;
4.8109;5.00241;
4.8119;5.00319;
4.8129;5.0024;
4.8139;5.0032;
4.8149;5.0024;
4.8159;5.00321;
4.8169;5.0024;
4.8179;5.00321;
4.8189;5.00239;
4.8199;5.00321;
4.8209;5.00239;
4.8219;5.00322;
4.8229;5.00238;
4.8239;5.00322;
4.8249;5.00238;
4.8259;5.00323;
4.8269;5.00238;
4.8279;5.00323;
4.8289;5.00237;
4.8299;5.00323;
4.8309;5.00237;
4.8319;5.00324;
4.8329;5.00236;
4.8339;5.00324;
4.8349;5.00236;
4.8359;5.00324;
4.8369;5.00236;
4.8379;5.00325;
4.8389;5.00236;
4.8399;5.00325;
4.8409;5.00235;
4.8419;5.00325;
4.8429;5.00235;
4.8439;5.00325;
4.8449;5.00235;
4.8459;5.00326;
4.8469;5.00235;
4.8479;5.00326;
4.8489;5.00234;
4.8499;5.00326;
4.8509;5.00234;
4.8519;5.00326;
4.8529;5.00234;
4.8539;5.00326;
4.8549;5.00234;
4.8559;5.00326;
4.8569;5.00234;
4.8579;5.00326;
4.8589;5.00234;
4.8599;5.00326;
4.8609;5.00234;
4.8619;5.00326;
4.8629;5.00234;
4.8639;5.00327;
4.8649;5.00234;
4.8659;5.00327;
4.8669;5.00234;
4.8679;5.00327;
4.8689;5.00234;
4.8699;5.00327;
4.8709;5.00233;
4.8719;5.00327;
4.8729;5.00233;
4.8739;5.00327;
4.8749;5.00234;
4.8759;5.00327;
4.8769;5.00234;
4.8779;5.00327;
4.8789;5.00234;
4.8799;5.00326;
4.8809;5.00234;
4.8819;5.00326;
4.8829;5.00234;
4.8839;5.00326;
4.8849;5.00234;
4.8859;5.00326;
4.8869;5.00234;
4.8879;5.00326;
4.8889;5.00234;
4.8899;5.00326;
4.8909;5.00234;
4.8919;5.00325;
4.8929;5.00235;
4.8939;5.00325;
4.8949;5.00235;
4.8959;5.00325;
4.8969;5.00235;
4.8979;5.00325;
4.8989;5.00235;
4.8999;5.00325;
4.9009;5.00236;
4.9019;5.00324;
4.9029;5.00236;
4.9039;5.00324;
4.9049;5.00236;
4.9059;5.00324;
4.9069;5.00237;
4.9079;5.00323;
4.9089;5.00237;
4.9099;5.00323;
4.9109;5.00237;
4.9119;5.00323;
4.9129;5.00238;
4.9139;5.00323;
4.9149;5.00238;
4.9159;5.00322;
4.9169;5.00239;
4.9179;5.00322;
4.9189;5.00239;
4.9199;5.00321;
4.9209;5.00239;
4.9219;5.00321;
4.9229;5.0024;
4.9239;5.0032;
4.9249;5.0024;
4.9259;5.0032;
4.9269;5.00241;
4.9279;5.00319;
4.9289;5.00241;
4.9299;5.00319;
4.9309;5.00241;
4.9319;5.00318;
4.9329;5.00242;
4.9339;5.00318;
4.9349;5.00243;
4.9359;5.00317;
4.9369;5.00243;
4.9379;5.00317;
4.9389;5.00244;
4.9399;5.00316;
4.9409;5.00244;
4.9419;5.00316;
4.9429;5.00245;
4.9439;5.00315;
4.9449;5.00246;
4.9459;5.00315;
4.9469;5.00246;
4.9479;5.00314;
4.9489;5.00247;
4.9499;5.00313;
4.9509;5.00247;
4.9519;5.00313;
4.9529;5.00248;
4.9539;5.00312;
4.9549;5.00249;
4.9559;5.00312;
4.9569;5.00249;
4.9579;5.00311;
